Название;Цена;При обмене;Характеристика;Ссылка
Тюменский медведь Calcium Plus 77 Ач обр. пол. 730A (278x175x190) гибридный;5 500 руб.;4 700 руб.при обмене;Емкость77Пусковой ток730ПолярностьОбратнаяТипоразмер278x175x190Гарантия производителя24 мес.;https://akb.ru//product/91336-Tyumenskiy_medved_Calcium_Plus_77_Ach_obr_pol_730A_(278x175x190)_gibridnyy.html
Тюменский медведь Сa/Сa 75D23L 65 Ач обр. пол. 590A (230x170x225) Silver ASIA;5 500 руб.;4 800 руб.при обмене;Емкость65Пусковой ток590ПолярностьОбратнаяТипоразмер230x170x225Гарантия производителя48 мес.;https://akb.ru//product/91349-Tyumenskiy_medved_SaSa_75D23L_65_Ach_obr_pol_590A_(230x170x225)_Silver_ASIA.html
Тюменский медведь EFB 60 Ач обр. пол. 560A (242x175x190);5 800 руб.;5 100 руб.при обмене;Емкость60Пусковой ток560ПолярностьОбратнаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91379-Tyumenskiy_medved_EFB_60_Ach_obr_pol_560A_(242x175x190).html
Тюменский медведь EFB 60 Ач прям. пол. 560A (242x175x190);5 800 руб.;5 100 руб.при обмене;Емкость60Пусковой ток560ПолярностьПрямаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91380-Tyumenskiy_medved_EFB_60_Ach_pryam_pol_560A_(242x175x190).html
Тюменский медведь Сa/Сa 70 Ач обр. пол. 720А (278x175x190) Silver;5 950 руб.;5 150 руб.при обмене;Емкость70Пусковой ток720ПолярностьОбратнаяТипоразмер278x175x190Гарантия производителя48 мес.;https://akb.ru//product/91346-Tyumenskiy_medved_SaSa_70_Ach_obr_pol_720A_(278x175x190)_Silver.html
Тюменский медведь Сa/Сa 85D26L 70 Ач обр. пол. 650A (260x173x225) Silver ASIA;5 950 руб.;5 150 руб.при обмене;Емкость70Пусковой ток650ПолярностьОбратнаяТипоразмер260x173x225Гарантия производителя48 мес.;https://akb.ru//product/91350-Tyumenskiy_medved_SaSa_85D26L_70_Ach_obr_pol_650A_(260x173x225)_Silver_ASIA.html
Тюменский медведь Сa/Сa 70 Ач обр. пол. 700А (278x175x175) Silver низкий;5 950 руб.;5 150 руб.при обмене;Емкость70Пусковой ток700ПолярностьОбратнаяТипоразмер278x175x175Гарантия производителя48 мес.;https://akb.ru//product/91519-Tyumenskiy_medved_SaSa_70_Ach_obr_pol_700A_(278x175x175)_Silver_nizkiy.html
Тюменский медведь Сa/Сa 85D26R 70 Ач прям. пол. 650A (260x173x225) Silver ASIA;5 950 руб.;5 150 руб.при обмене;Емкость70Пусковой ток650ПолярностьПрямаяТипоразмер260x173x225Гарантия производителя48 мес.;https://akb.ru//product/91568-Tyumenskiy_medved_SaSa_85D26R_70_Ach_pryam_pol_650A_(260x173x225)_Silver_ASIA.html
Тюменский медведь Сa/Сa 74 Ач обр. пол. 740A низкий (278x175x175) Silver;6 300 руб.;5 500 руб.при обмене;Емкость74Пусковой ток740ПолярностьОбратнаяТипоразмер278x175x175Гарантия производителя48 мес.;https://akb.ru//product/91355-Tyumenskiy_medved_SaSa_74_Ach_obr_pol_740A_nizkiy_(278x175x175)_Silver.html
Тюменский медведь EFB 65 Ач обр. пол. 600A (242x175x190);6 400 руб.;5 700 руб.при обмене;Емкость65Пусковой ток600ПолярностьОбратнаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91381-Tyumenskiy_medved_EFB_65_Ach_obr_pol_600A_(242x175x190).html
Тюменский медведь EFB 65 Ач прям. пол. 600A (242x175x190);6 400 руб.;5 700 руб.при обмене;Емкость65Пусковой ток600ПолярностьПрямаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91382-Tyumenskiy_medved_EFB_65_Ach_pryam_pol_600A_(242x175x190).html
Тюменский медведь Calcium Plus 90 Ач прям. пол. 740A (353x175x190) гибридный;6 450 руб.;5 450 руб.при обмене;Емкость90Пусковой ток740ПолярностьПрямаяТипоразмер353x175x190Гарантия производителя24 мес.;https://akb.ru//product/91648-Tyumenskiy_medved_Calcium_Plus_90_Ach_pryam_pol_740A_(353x175x190)_gibridnyy.html
Тюменский медведь Сa/Сa 90D26L 75 Ач обр. пол. 700A (260x173x225) Silver ASIA;6 500 руб.;5 700 руб.при обмене;Емкость75Пусковой ток700ПолярностьОбратнаяТипоразмер260x173x225Гарантия производителя48 мес.;https://akb.ru//product/91351-Tyumenskiy_medved_SaSa_90D26L_75_Ach_obr_pol_700A_(260x173x225)_Silver_ASIA.html
