Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
јккумул€тор Delta DTM 1212;2400руб.;2350руб.;≈мкость: 12 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x95√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1212.html
јккумул€тор Delta GEL 12-15;2600руб.;2550руб.;≈мкость: 15 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x95√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-15.html
јккумул€тор Delta HR 12-12;2600руб.;2550руб.;≈мкость: 12 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x101√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-12.html
јккумул€тор Delta DT 1218;2600руб.;2550руб.;≈мкость: 18 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 181x77x167√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-1218.html
јккумул€тор Delta DTM 1215;2900руб.;2850руб.;≈мкость: 15 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x98√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1215.html
јккумул€тор Delta HRL 12-12 X;2900руб.;2850руб.;≈мкость: 12 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x101√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-12-x.html
јккумул€тор Delta HR 12-51W;3200руб.;3150руб.;≈мкость: 12 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x101√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-51w.html
јккумул€тор Delta DTM 1217;3300руб.;3250руб.;≈мкость: 17 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 181x77x167√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1217.html
јккумул€тор Delta HR 12-15;3600руб.;3550руб.;≈мкость: 15 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x101√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-15.html
јккумул€тор Delta GEL 12-20;3800руб.;3700руб.;≈мкость: 20 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 181x77x167√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-20.html
јккумул€тор Delta GX 12-12;4000руб.;3950руб.;≈мкость: 12 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x95x101√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-12.html
јккумул€тор Delta HR 12-18;4100руб.;4050руб.;≈мкость: 18 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 181x77x167√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-18.html
јккумул€тор Delta HRL 12-18 X;4600руб.;4550руб.;≈мкость: 18 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 181x77x167√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-18-x.html
јккумул€тор Delta DT 1226;5000руб.;4900руб.;≈мкость: 26 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 166x175x125√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-1226.html
јккумул€тор Delta HR 12-80W;5000руб.;4900руб.;≈мкость: 20 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 181x77x167√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-80w.html
